magnitude,fault_depth,fault_angle,fault_length,volcano
6.475067929,7.872156421,35.7122369,39.45246662,0
6.977536266,7.284850134,78.89409394,140.2100566,0
4.873298986,4.332846064,-0.166305777,67.80287459,0
4.732034171,3.394818323,48.70175539,39.28137186,0
4.566415229,3.290617185,38.04215021,75.38011121,0
7.25711101,8.388658475,76.60139096,38.5155393,0
4.5869765,1.355462348,39.02960253,34.39885323,0
6.348595125,7.644994594,35.91309688,31.60698207,0
7.013388894,8.277645344,53.08181063,10.05622326,0
4.267826249,1.905495707,21.76591929,51.7155919,0
5.484206022,6.553701999,14.92553723,5.787112389,0
6.36140023,7.93012685,47.66988497,10.53765668,0
6.793701355,8.29502056,52.03576775,20.91829846,0
5.864074587,6.688435504,44.53875872,70.05977069,0
4.703620029,3.234232774,3.697374916,73.14081373,0
6.605244664,6.633068778,49.76944795,172.4558443,0
4.244038008,2.635739734,21.84241268,4.452377062,0
7.533398735,8.463349359,84.51662752,98.74472375,0
4.274342523,0.72444565,31.50612185,24.46496152,0
4.530652246,2.72806509,30.55616612,71.5072413,0
5.006756193,5.281834716,38.66416954,1.769124358,0
6.932565499,8.01106637,92.40155241,102.4977938,0
6.218684784,6.644531762,62.08063392,140.4833314,0
4.814868346,4.207142821,52.761858,16.05518034,0
4.80892649,4.380661586,30.55704472,15.41566399,0
6.596555678,7.821077608,49.07196546,30.82476502,0
4.218101369,3.463728955,28.17258004,0.065023233,0
4.970188859,5.080715563,52.3061362,88.94067019,0
6.477248366,7.743263876,53.98018416,14.88276821,0
4.144904281,0.835484426,-6.657742154,3.390464537,0
4.744426997,4.325707685,33.14678356,0.295768614,0
6.698409773,7.389263542,41.17568807,89.96696702,0
6.156191324,7.181700882,27.18921954,65.05490522,0
4.197194341,2.535215782,-0.751745942,2.702873788,0
4.176923027,1.20630597,-10.07758885,122.0071694,0
5.050772962,4.710971704,37.61106409,70.9344722,0
4.298641307,2.196860282,21.07432291,0.003076571,0
5.041801131,5.350433879,36.70320151,0.001952252,0
3.585106865,0.647453673,-27.07683934,0.20237813,0
4.145671485,2.302126249,12.99760282,0.441132087,0
3.987826489,0.639781611,12.78981836,32.4266578,0
5.121892868,4.907845784,12.11280122,22.09538655,0
5.529220711,6.643592028,34.59753028,1.92E-05,0
4.096590807,1.320708556,25.89741859,3.484617838,0
4.869661972,1.388491135,44.01607925,175.7209658,0
4.550830672,4.335684756,29.9236699,2.52E-05,0
5.564824215,7.057271961,39.39528212,0.435205324,0
4.85600132,4.447363092,33.58097519,2.589046162,0
4.148684281,0.6574097,-3.39392709,4.717435158,0
6.073550832,7.094106812,45.49214751,0.041189222,0
5.523139033,6.067052487,66.42048323,42.39580784,0
5.256944845,6.381615696,51.64052388,0.006568845,0
4.194059869,3.136475347,38.94084405,0.689597535,0
6.225714024,6.243244641,41.80508748,143.5626135,0
5.5585158,4.835309187,29.29127121,154.6403032,0
4.481313262,3.449662916,20.60504839,4.25E-05,0
5.172316687,4.746038603,16.08534353,45.50531347,0
6.687601008,7.438435366,40.44641547,70.39278885,0
4.224752349,2.594340064,-11.42935957,14.41799243,0
6.25453546,7.545819564,20.86986094,37.01389076,0
6.624766209,8.137509178,51.13911444,50.79447253,0
6.298557695,7.319798693,88.58408225,22.0689757,0
4.418738674,1.706078516,29.98648589,66.94294992,0
5.918514274,6.388957201,52.87524181,31.27580277,0
5.309701391,5.213231627,-6.116874094,0.003035471,0
3.800799596,1.086693916,-16.75970984,0.038061186,0
5.583913189,4.443817092,25.5505013,162.5612058,0
4.892374048,2.716744512,35.64091161,132.0709799,0
4.263758459,3.507159052,60.46824561,16.21786689,0
4.483146594,0.75390348,-13.60843643,126.140388,0
5.605327904,6.339241717,40.63796012,31.81095044,0
6.783482766,8.435172783,23.30591238,1.829142023,0
4.744315361,2.419407612,-4.190943233,68.74211858,0
6.322663908,7.860142725,45.87338159,1.499639004,0
5.390298684,5.614497015,41.53373647,166.08819,0
4.762121685,3.817778744,30.48914128,6.032138518,0
5.278130429,5.54324902,39.04128968,47.36762318,0
4.980407189,5.421394322,34.71485313,3.557363039,0
6.382398958,7.310082685,48.09067793,1.025563042,0
3.741125517,0.795741716,7.650873472,0.021644623,0
4.448343212,2.954608073,4.814330417,47.18078732,0
4.460584449,4.044907255,50.04199886,9.005966814,0
4.343640663,2.651510417,56.19889763,0.968832728,0
5.157170423,3.326001037,22.93406355,126.941901,0
5.686305018,4.947463784,34.73742314,172.0245676,0
5.132004218,5.686814083,38.42876855,12.20407156,0
4.052008553,1.202156583,13.70707475,0.01806519,0
4.641434365,3.556513544,54.50039033,28.4973194,0
4.421182007,3.196104033,43.96305674,2.666531841,0
5.299454411,5.775945129,25.87778712,36.87968189,0
3.877032947,1.116840521,5.1012678,9.457499053,0
6.908915419,8.349722598,82.68447892,83.82014367,0
5.047643608,5.386071367,37.84174032,2.926475031,0
4.63972548,2.77860529,46.98436227,31.98437107,0
4.659571944,1.858447393,38.57418574,116.9513917,0
6.191570696,7.2863425,47.85025011,5.985830346,0
6.800848403,8.111226799,50.8803827,67.42320547,0
4.220613224,0.694129732,31.90093038,59.67638986,0
5.915554587,6.006411232,50.86556058,142.0957762,0
4.736100235,1.272021588,14.57564657,105.2057495,0
6.408723576,6.889937172,55.45442111,160.7681771,0
6.784816332,8.196540495,8.06400093,1.097373139,0
5.994145978,6.724714631,36.2898556,31.23278997,0
4.672323338,4.448304661,32.17028312,0.099077964,0
4.723368457,4.061509429,30.3997252,116.3930759,0
6.457861757,7.237601617,77.18598682,94.902329,0
4.323885168,0.93510508,14.64703381,2.070949344,0
5.994809331,6.15049533,58.0581569,94.22331343,0
4.109052911,3.315870203,20.38213615,5.639335271,0
4.556762452,3.396441786,44.21685423,7.683826298,0
6.049748064,6.75162437,64.17105401,93.46710387,0
4.151459905,1.508843755,21.51613645,35.49296031,0
4.333426539,3.494044572,56.03589396,0.084303762,0
5.13752667,5.800479388,34.77722167,3.719519248,0
4.272990597,2.491103115,64.623912,5.491350174,0
4.604107048,1.491862971,3.982010996,120.5120473,0
3.987452367,1.238353357,32.35089617,0.387197095,0
6.113441653,6.758860737,2.272618945,19.78056009,0
4.279291884,1.458009997,-24.59266798,30.44067196,0
